months_as_customer,age,policy_number,policy_state,policy_csl,policy_deductable,policy_annual_premium,umbrella_limit,insured_sex,insured_education_level,insured_occupation,insured_hobbies,insured_relationship,incident_date,incident_type,collision_type,incident_severity,incident_state,incident_city,incident_hour_of_the_day,number_of_vehicles_involved,property_damage,bodily_injuries,police_report_available,total_claim_amount,injury_claim,property_claim,vehicle_claim,auto_make,auto_model,auto_year,fraud_reported
129,28,818413,OH,500/1000,1000,1377.94,0,MALE,Masters,machine-op-inspct,base-jumping,not-in-family,2/21/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Springfield,23,1,?,2,?,44640,9920,4960,29760,Toyota,Camry,2005,N
283,46,487356,IL,500/1000,2000,1313.33,0,FEMALE,PhD,transport-moving,reading,husband,1/9/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Riverwood,3,3,?,1,NO,77660,7060,14120,56480,Nissan,Maxima,2004,Y
85,25,159768,IN,250/500,500,1259.02,0,FEMALE,JD,tech-support,base-jumping,unmarried,2/16/2015,Parked Car,?,Trivial Damage,SC,Northbend,8,1,NO,2,?,5640,940,940,3760,Nissan,Ultima,2005,N
101,26,865839,IL,500/1000,1000,1371.88,0,FEMALE,MD,prof-specialty,reading,husband,2/4/2015,Parked Car,?,Trivial Damage,VA,Arlington,4,1,?,2,?,3190,580,580,2030,Suburu,Legacy,1995,N
96,30,406567,OH,100/300,500,1399.27,6000000,MALE,College,prof-specialty,hiking,wife,2/24/2015,Single Vehicle Collision,Side Collision,Total Loss,NC,Arlington,22,1,?,0,YES,53440,0,6680,46760,Ford,Escape,2004,N
121,31,623032,IL,500/1000,1000,1061.98,6000000,FEMALE,JD,armed-forces,camping,unmarried,2/1/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Hillsdale,16,1,NO,0,YES,65250,7250,7250,50750,BMW,3 Series,2002,N
176,39,935442,OH,250/500,500,1365.46,4000000,MALE,College,armed-forces,sleeping,unmarried,2/5/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Columbus,14,3,NO,2,NO,44280,4920,4920,34440,Chevrolet,Silverado,2008,N
159,37,106873,IL,500/1000,1000,894.4,0,MALE,Associate,tech-support,camping,wife,1/7/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Springfield,13,1,YES,2,NO,70290,7810,7810,54670,Dodge,RAM,1999,N
120,30,563878,IN,250/500,500,956.69,0,FEMALE,Associate,priv-house-serv,movies,husband,2/6/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Hillsdale,20,1,?,1,YES,87100,8710,8710,69680,Saab,92x,2000,N
212,35,620855,IN,500/1000,2000,1123.89,0,MALE,MD,priv-house-serv,video-games,unmarried,1/21/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Columbus,0,3,?,1,?,50380,4580,4580,41220,Suburu,Forrestor,1996,N
290,45,583169,IL,100/300,500,1085.03,0,FEMALE,JD,sales,cross-fit,wife,3/1/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Arlington,23,3,YES,2,NO,64800,12960,6480,45360,Audi,A3,2014,Y
299,42,337677,OH,100/300,2000,1437.33,0,FEMALE,Associate,craft-repair,movies,wife,2/24/2015,Single Vehicle Collision,Rear Collision,Minor Damage,SC,Columbus,13,1,YES,1,NO,70400,12800,12800,44800,BMW,3 Series,2000,N
66,26,445973,IL,250/500,1000,988.29,0,MALE,College,armed-forces,skydiving,own-child,2/2/2015,Single Vehicle Collision,Rear Collision,Major Damage,NY,Northbend,8,1,?,2,YES,57860,0,10520,47340,Suburu,Impreza,2008,Y
334,47,156694,IL,500/1000,500,1238.89,0,MALE,Masters,protective-serv,sleeping,other-relative,1/31/2015,Vehicle Theft,?,Minor Damage,WV,Northbend,3,1,?,0,NO,6240,960,960,4320,Ford,Fusion,2011,N
216,38,421940,IN,100/300,1000,1384.64,5000000,FEMALE,Associate,tech-support,board-games,unmarried,1/9/2015,Single Vehicle Collision,Rear Collision,Total Loss,VA,Columbus,16,1,?,2,NO,66600,16650,11100,38850,Jeep,Grand Cherokee,2012,Y
86,28,613226,IN,100/300,2000,1595.07,0,MALE,PhD,transport-moving,hiking,unmarried,2/23/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Hillsdale,19,1,YES,0,YES,70920,11820,11820,47280,Jeep,Wrangler,2002,N
429,56,804410,OH,250/500,1000,1127.89,6000000,MALE,Associate,machine-op-inspct,skydiving,own-child,1/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,WV,Springfield,0,1,YES,2,YES,39480,6580,6580,26320,Suburu,Forrestor,2002,N
257,43,553565,IN,500/1000,2000,929.7,6000000,FEMALE,PhD,handlers-cleaners,base-jumping,husband,1/14/2015,Single Vehicle Collision,Front Collision,Total Loss,VA,Arlington,12,1,?,2,YES,63240,10540,5270,47430,Mercedes,E400,2005,N
15,34,399524,IL,100/300,1000,1829.63,0,MALE,JD,tech-support,cross-fit,not-in-family,2/3/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Arlington,21,3,YES,1,?,67650,12300,6150,49200,Audi,A5,2009,N
230,39,331595,IL,100/300,1000,904.7,7000000,FEMALE,MD,craft-repair,bungie-jumping,unmarried,2/17/2015,Single Vehicle Collision,Front Collision,Major Damage,SC,Riverwood,0,1,?,1,NO,74200,14840,14840,44520,Accura,TL,2002,Y
250,43,380067,OH,500/1000,1000,1243.84,0,FEMALE,JD,tech-support,polo,own-child,1/30/2015,Single Vehicle Collision,Side Collision,Minor Damage,VA,Columbus,22,1,YES,1,NO,64900,12980,12980,38940,Volkswagen,Jetta,2011,N
270,44,701521,IL,500/1000,2000,1030.95,0,FEMALE,Associate,machine-op-inspct,paintball,other-relative,2/3/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Northbend,20,3,?,1,NO,35900,7180,3590,25130,Audi,A3,2007,Y
65,26,360770,IN,100/300,500,1285.03,3000000,FEMALE,High School,craft-repair,camping,unmarried,2/3/2015,Single Vehicle Collision,Rear Collision,Minor Damage,VA,Riverwood,0,1,NO,1,?,52200,5220,10440,36540,Honda,CRV,2011,N
475,57,958785,OH,100/300,500,1216.56,0,MALE,Masters,adm-clerical,skydiving,own-child,1/31/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Hillsdale,20,1,?,0,NO,78000,6500,13000,58500,Suburu,Forrestor,2000,N
77,27,797934,IN,500/1000,2000,966.26,0,FEMALE,High School,adm-clerical,base-jumping,own-child,2/6/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Springfield,1,3,YES,0,?,67200,6720,6720,53760,Volkswagen,Passat,1995,N
256,43,883980,OH,100/300,500,1203.17,0,FEMALE,MD,prof-specialty,golf,unmarried,2/6/2015,Single Vehicle Collision,Rear Collision,Total Loss,WV,Hillsdale,11,1,NO,0,?,63250,11500,5750,46000,Nissan,Ultima,1997,N
229,37,340614,IL,250/500,2000,1212.12,0,FEMALE,MD,craft-repair,paintball,not-in-family,1/29/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Columbus,14,3,YES,1,YES,68760,11460,5730,51570,Ford,Fusion,1995,N
110,28,435784,OH,250/500,1000,1573.93,0,MALE,College,other-service,movies,other-relative,1/7/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,20,3,YES,0,?,65040,10840,10840,43360,Suburu,Impreza,2010,N
177,33,563837,IL,100/300,1000,1609.67,0,MALE,College,adm-clerical,yachting,wife,1/20/2015,Single Vehicle Collision,Side Collision,Major Damage,SC,Springfield,22,1,?,1,?,82800,20700,13800,48300,Jeep,Grand Cherokee,2004,Y
292,44,200827,OH,500/1000,500,1097.57,0,MALE,PhD,priv-house-serv,basketball,unmarried,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,SC,Columbus,12,1,NO,1,YES,61700,6170,6170,49360,Saab,93,2005,N
451,61,533941,IN,250/500,2000,1618.65,2000000,FEMALE,Associate,transport-moving,polo,unmarried,2/4/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Columbus,3,3,YES,2,YES,78100,15620,7810,54670,Chevrolet,Tahoe,1997,Y
61,24,265026,IN,100/300,500,922.67,0,FEMALE,College,priv-house-serv,paintball,other-relative,1/12/2015,Multi-vehicle Collision,Rear Collision,Major Damage,SC,Northbend,15,3,YES,2,?,65520,9360,9360,46800,Toyota,Highlander,2011,Y
150,30,354481,IN,100/300,1000,1342.02,0,MALE,MD,prof-specialty,polo,own-child,2/28/2015,Parked Car,?,Trivial Damage,VA,Arlington,8,1,YES,0,NO,4500,450,450,3600,Saab,93,1999,N
283,41,566720,OH,100/300,500,1195.01,0,FEMALE,Associate,sales,reading,own-child,1/8/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbend,13,3,NO,0,?,42700,0,6100,36600,Mercedes,ML350,2011,Y
291,46,832746,OH,500/1000,1000,994.74,0,FEMALE,High School,adm-clerical,polo,own-child,1/25/2015,Parked Car,?,Minor Damage,SC,Hillsdale,8,1,NO,2,YES,5580,620,620,4340,Volkswagen,Passat,2005,Y
162,31,386690,IN,100/300,1000,1050.24,0,FEMALE,Masters,adm-clerical,chess,wife,2/26/2015,Parked Car,?,Minor Damage,NC,Arlington,7,1,?,0,NO,3600,360,720,2520,BMW,X5,2013,Y
154,36,979285,IL,250/500,2000,1313.51,7000000,FEMALE,Masters,exec-managerial,dancing,own-child,2/3/2015,Vehicle Theft,?,Trivial Damage,SC,Northbrook,9,1,?,2,?,2800,280,280,2240,Volkswagen,Passat,2015,N
289,47,594722,OH,500/1000,2000,1102.29,0,FEMALE,Associate,adm-clerical,hiking,own-child,1/31/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Northbend,15,1,NO,1,YES,54000,6000,6000,42000,Toyota,Highlander,1996,N
10,19,216738,IN,250/500,1000,1185.78,0,FEMALE,JD,craft-repair,yachting,wife,2/1/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,5,1,?,0,?,48950,4450,8900,35600,Accura,TL,2011,Y
309,47,369048,IL,500/1000,500,1527.95,0,MALE,PhD,exec-managerial,hiking,other-relative,2/21/2015,Multi-vehicle Collision,Rear Collision,Major Damage,WV,Northbend,15,4,YES,0,?,77800,15560,15560,46680,Dodge,RAM,2002,N
396,57,514424,IN,100/300,1000,1366.39,0,MALE,High School,protective-serv,exercise,other-relative,1/30/2015,Multi-vehicle Collision,Front Collision,Major Damage,NC,Columbus,22,3,YES,2,NO,52560,11680,5840,35040,Saab,93,1995,N
273,41,954191,OH,500/1000,1000,1403.9,0,FEMALE,PhD,farming-fishing,dancing,own-child,1/31/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Riverwood,16,2,?,1,YES,44110,4010,8020,32080,Honda,Accord,2015,N
129,30,150181,IL,500/1000,2000,927.23,0,FEMALE,PhD,sales,video-games,husband,1/13/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Hillsdale,7,1,NO,1,?,74360,13520,6760,54080,Suburu,Forrestor,2009,N
140,31,388671,OH,250/500,2000,1554.86,6000000,FEMALE,JD,armed-forces,base-jumping,wife,2/16/2015,Parked Car,?,Minor Damage,WV,Arlington,2,1,YES,1,?,6120,680,680,4760,Honda,Civic,2002,Y
419,53,457244,IL,500/1000,2000,736.07,6000000,MALE,College,transport-moving,chess,unmarried,2/4/2015,Multi-vehicle Collision,Side Collision,Minor Damage,SC,Northbend,17,4,?,0,YES,62280,5190,10380,46710,Suburu,Forrestor,2012,N
315,44,206667,IL,250/500,1000,974.16,6000000,FEMALE,Masters,sales,reading,other-relative,2/7/2015,Multi-vehicle Collision,Front Collision,Total Loss,NY,Springfield,12,3,?,1,YES,26730,4860,4860,17010,Volkswagen,Jetta,2006,N
72,29,745200,OH,500/1000,500,973.8,0,FEMALE,Associate,craft-repair,exercise,own-child,1/16/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,9,1,?,1,NO,66200,6620,6620,52960,Dodge,Neon,2013,N
32,26,412703,OH,100/300,2000,1260.32,6000000,MALE,JD,other-service,polo,not-in-family,2/28/2015,Single Vehicle Collision,Side Collision,Total Loss,VA,Northbrook,16,1,?,1,?,45500,9100,4550,31850,Toyota,Corolla,2009,N
230,41,736771,IN,100/300,1000,1464.03,0,MALE,JD,transport-moving,sleeping,own-child,2/8/2015,Multi-vehicle Collision,Side Collision,Minor Damage,NY,Springfield,19,3,?,2,?,53040,4420,4420,44200,Audi,A3,2006,N
157,32,347984,OH,100/300,2000,617.11,0,MALE,College,other-service,reading,other-relative,1/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,VA,Columbus,14,3,?,1,NO,50800,10160,5080,35560,Mercedes,E400,2013,Y
265,41,626074,IN,250/500,2000,1724.46,6000000,FEMALE,Associate,craft-repair,sleeping,own-child,1/13/2015,Multi-vehicle Collision,Side Collision,Total Loss,SC,Northbend,18,3,?,1,?,44200,4420,4420,35360,Audi,A5,2014,N
47,34,218109,IL,500/1000,500,1161.31,0,FEMALE,PhD,exec-managerial,base-jumping,other-relative,1/7/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Springfield,23,1,YES,1,?,62920,11440,5720,45760,Chevrolet,Malibu,2012,N
113,29,999435,OH,250/500,2000,1091.73,0,MALE,PhD,exec-managerial,golf,not-in-family,1/5/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,NY,Springfield,15,3,?,0,YES,49950,5550,5550,38850,Nissan,Ultima,2004,Y
289,46,858060,IL,250/500,2000,1209.07,0,MALE,JD,armed-forces,chess,unmarried,2/28/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NC,Arlington,18,1,YES,0,YES,56430,6270,6270,43890,BMW,3 Series,1995,Y
254,41,500384,IL,250/500,2000,1241.04,0,FEMALE,Masters,protective-serv,board-games,own-child,1/4/2015,Single Vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,16,1,NO,2,YES,100210,18220,18220,63770,Audi,A5,2014,N
115,30,903785,OH,500/1000,500,1757.21,0,MALE,High School,prof-specialty,base-jumping,wife,2/2/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Northbend,12,3,NO,1,YES,49140,5460,5460,38220,Ford,F150,2007,N
236,38,873859,OH,250/500,1000,802.24,0,FEMALE,College,other-service,paintball,not-in-family,2/23/2015,Single Vehicle Collision,Side Collision,Major Damage,WV,Northbrook,16,1,NO,0,?,66840,16710,5570,44560,Mercedes,E400,2014,N
7,21,204294,IN,500/1000,1000,1342.72,0,MALE,Associate,machine-op-inspct,camping,wife,2/10/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Hillsdale,21,1,?,1,?,62460,6940,6940,48580,Honda,Accord,2003,N
208,36,467106,OH,100/300,2000,1209.41,5000000,MALE,JD,machine-op-inspct,base-jumping,wife,2/16/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Columbus,15,3,YES,0,?,62810,11420,11420,39970,Nissan,Ultima,1999,N
126,33,357713,OH,500/1000,1000,1141.71,2000000,FEMALE,JD,priv-house-serv,sleeping,own-child,1/4/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Northbrook,21,1,YES,1,?,54160,6770,6770,40620,Suburu,Legacy,2009,N
48,35,890026,IL,100/300,500,1090.03,0,FEMALE,JD,exec-managerial,golf,unmarried,1/30/2015,Single Vehicle Collision,Rear Collision,Major Damage,WV,Arlington,1,1,YES,0,NO,48400,9680,4840,33880,Saab,92x,2005,N
297,48,751612,IN,250/500,1000,1464.73,3000000,MALE,PhD,exec-managerial,golf,other-relative,1/25/2015,Multi-vehicle Collision,Side Collision,Total Loss,NY,Arlington,17,3,?,0,NO,51480,5720,5720,40040,Toyota,Highlander,2013,N
160,36,876680,OH,100/300,1000,1118.58,0,FEMALE,High School,prof-specialty,board-games,husband,1/22/2015,Multi-vehicle Collision,Rear Collision,Total Loss,NY,Columbus,5,3,NO,2,NO,51700,5170,10340,36190,Saab,95,2003,N
406,58,756981,OH,250/500,2000,1117.04,0,MALE,MD,exec-managerial,video-games,own-child,1/1/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Northbend,15,3,?,1,?,65520,10920,5460,49140,Volkswagen,Jetta,2009,N
157,31,121439,IN,500/1000,500,1257.83,7000000,MALE,High School,farming-fishing,reading,own-child,2/14/2015,Multi-vehicle Collision,Rear Collision,Major Damage,OH,Arlington,2,4,NO,2,NO,47700,4770,9540,33390,Accura,TL,2011,Y
146,31,411289,OH,250/500,2000,1082.72,0,FEMALE,PhD,machine-op-inspct,video-games,not-in-family,1/15/2015,Vehicle Theft,?,Minor Damage,SC,Northbend,3,1,YES,2,NO,5220,580,580,4060,Accura,MDX,2015,N
409,57,538466,IN,100/300,1000,1191.8,6000000,MALE,High School,protective-serv,exercise,unmarried,1/6/2015,Single Vehicle Collision,Side Collision,Major Damage,NY,Riverwood,19,1,NO,1,?,73320,6110,12220,54990,Ford,Fusion,2012,N
252,46,932097,IN,100/300,1000,1242.02,0,MALE,Masters,adm-clerical,dancing,wife,2/8/2015,Single Vehicle Collision,Front Collision,Minor Damage,VA,Hillsdale,17,1,YES,0,YES,74900,14980,7490,52430,Jeep,Grand Cherokee,2003,N
6,27,463727,OH,250/500,500,1075.71,0,FEMALE,High School,prof-specialty,dancing,unmarried,2/17/2015,Vehicle Theft,?,Trivial Damage,WV,Columbus,7,1,?,0,YES,3190,580,290,2320,Saab,95,2015,N
103,33,552618,IN,100/300,1000,969.88,6000000,MALE,MD,armed-forces,exercise,own-child,1/21/2015,Single Vehicle Collision,Rear Collision,Minor Damage,NY,Columbus,21,1,NO,1,YES,76920,12820,6410,57690,Chevrolet,Malibu,2002,N
369,53,936638,OH,250/500,2000,1459.93,0,FEMALE,Masters,priv-house-serv,video-games,not-in-family,2/9/2015,Multi-vehicle Collision,Front Collision,Total Loss,WV,Springfield,10,2,YES,1,NO,77990,7090,14180,56720,Jeep,Wrangler,2012,N
261,46,348814,IL,500/1000,1000,1245.61,0,MALE,MD,transport-moving,base-jumping,own-child,2/12/2015,Single Vehicle Collision,Front Collision,Total Loss,NY,Columbus,11,1,YES,1,?,59670,9180,9180,41310,Ford,Escape,2008,N
159,33,944102,IN,100/300,2000,1462.76,0,FEMALE,College,craft-repair,skydiving,husband,2/24/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NY,Columbus,23,3,YES,2,NO,44880,8160,4080,32640,Mercedes,C300,2004,Y
344,51,689901,IN,100/300,2000,1398.46,0,MALE,Associate,sales,skydiving,other-relative,2/2/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Northbend,14,1,?,0,NO,82830,7530,15060,60240,Audi,A5,2004,N
437,60,901083,OH,500/1000,1000,1269.64,0,FEMALE,College,armed-forces,cross-fit,unmarried,2/14/2015,Single Vehicle Collision,Front Collision,Minor Damage,SC,Riverwood,10,1,NO,1,NO,84480,7680,15360,61440,Chevrolet,Silverado,2012,Y
65,30,396224,IN,100/300,500,1455.65,4000000,FEMALE,College,transport-moving,skydiving,wife,2/15/2015,Multi-vehicle Collision,Side Collision,Total Loss,WV,Hillsdale,6,3,?,2,NO,79800,15960,7980,55860,Honda,Civic,1999,N
280,41,682178,OH,500/1000,2000,1140.31,0,MALE,MD,adm-clerical,exercise,husband,2/28/2015,Multi-vehicle Collision,Rear Collision,Minor Damage,WV,Arlington,10,3,?,0,YES,53020,9640,9640,33740,Toyota,Corolla,1999,N
269,45,596298,IN,500/1000,500,1330.46,0,FEMALE,High School,machine-op-inspct,sleeping,wife,1/18/2015,Multi-vehicle Collision,Side Collision,Total Loss,VA,Hillsdale,5,3,?,0,NO,24200,2200,4400,17600,Suburu,Forrestor,2008,N
275,40,253005,OH,250/500,2000,1190.6,0,MALE,Masters,exec-managerial,camping,unmarried,1/6/2015,Single Vehicle Collision,Rear Collision,Minor Damage,OH,Riverwood,17,1,?,1,YES,43230,7860,7860,27510,Chevrolet,Silverado,2001,N
265,45,985924,OH,250/500,500,972.5,0,FEMALE,College,exec-managerial,cross-fit,unmarried,1/19/2015,Vehicle Theft,?,Trivial Damage,NC,Springfield,3,1,NO,2,NO,3190,290,580,2320,Ford,Escape,1995,N
283,43,631565,IN,100/300,2000,1161.91,0,FEMALE,Associate,adm-clerical,polo,not-in-family,1/17/2015,Parked Car,?,Minor Damage,WV,Northbrook,9,1,?,0,NO,5850,1300,650,3900,BMW,M5,2006,N
84,29,630998,OH,250/500,1000,1117.17,0,FEMALE,High School,machine-op-inspct,video-games,not-in-family,2/12/2015,Parked Car,?,Trivial Damage,SC,Arlington,6,1,YES,2,YES,6820,620,1240,4960,BMW,3 Series,2005,N
247,44,926665,OH,250/500,2000,1101.51,0,FEMALE,College,farming-fishing,camping,not-in-family,2/11/2015,Multi-vehicle Collision,Front Collision,Minor Damage,NY,Riverwood,22,3,NO,2,NO,69480,11580,11580,46320,Chevrolet,Tahoe,2008,N
56,29,302669,IL,100/300,1000,1523.17,0,MALE,Masters,prof-specialty,movies,own-child,2/21/2015,Multi-vehicle Collision,Front Collision,Major Damage,PA,Northbend,10,3,?,1,YES,94560,7880,15760,70920,Jeep,Grand Cherokee,1995,N
210,39,620020,OH,500/1000,1000,984.45,0,MALE,Associate,armed-forces,paintball,unmarried,1/2/2015,Vehicle Theft,?,Minor Damage,NC,Riverwood,4,1,YES,1,?,7800,780,780,6240,Dodge,RAM,1997,N
108,32,439828,OH,500/1000,2000,1257,4000000,FEMALE,High School,machine-op-inspct,basketball,unmarried,1/11/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Northbrook,23,1,NO,1,NO,61270,5570,11140,44560,Suburu,Legacy,1999,N
328,49,971295,OH,500/1000,500,1434.51,0,FEMALE,Masters,transport-moving,bungie-jumping,wife,2/23/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Riverwood,19,1,?,0,YES,71440,8930,8930,53580,Mercedes,ML350,2005,N
186,37,165565,OH,250/500,2000,1628,0,FEMALE,JD,priv-house-serv,exercise,unmarried,1/28/2015,Single Vehicle Collision,Rear Collision,Total Loss,NY,Hillsdale,22,1,YES,1,YES,55600,11120,5560,38920,Jeep,Grand Cherokee,2009,N
277,44,936543,IN,500/1000,500,1412.31,0,MALE,High School,priv-house-serv,board-games,unmarried,2/1/2015,Vehicle Theft,?,Trivial Damage,NC,Riverwood,6,1,NO,1,NO,5000,1000,500,3500,Jeep,Wrangler,2005,N
138,33,296960,IL,250/500,500,1362.87,5000000,FEMALE,JD,exec-managerial,paintball,own-child,2/24/2015,Single Vehicle Collision,Side Collision,Minor Damage,NY,Springfield,6,1,NO,2,?,95810,14740,14740,66330,BMW,X5,2007,N
208,41,501692,IN,100/300,1000,1134.68,0,FEMALE,College,tech-support,chess,husband,1/20/2015,Single Vehicle Collision,Rear Collision,Major Damage,SC,Northbend,18,1,NO,2,?,69300,6930,13860,48510,Volkswagen,Jetta,1996,N
147,37,525224,IN,250/500,1000,1306.78,0,MALE,MD,prof-specialty,video-games,other-relative,1/14/2015,Single Vehicle Collision,Front Collision,Total Loss,SC,Northbend,22,1,?,1,NO,81120,13520,20280,47320,Toyota,Camry,1995,N
8,21,355085,IN,500/1000,500,1021.9,0,MALE,High School,handlers-cleaners,hiking,husband,2/5/2015,Single Vehicle Collision,Front Collision,Major Damage,WV,Columbus,21,1,?,0,?,91260,14040,14040,63180,Toyota,Corolla,2012,N
297,48,830729,IN,100/300,1000,1538.6,0,FEMALE,MD,other-service,kayaking,wife,1/11/2015,Single Vehicle Collision,Side Collision,Minor Damage,SC,Northbend,12,1,?,0,?,60600,6060,12120,42420,Ford,Fusion,2004,N
150,31,651948,IN,500/1000,1000,1354.5,0,MALE,Masters,machine-op-inspct,base-jumping,husband,1/2/2015,Multi-vehicle Collision,Front Collision,Major Damage,NY,Arlington,6,3,?,0,YES,64800,6480,12960,45360,Suburu,Forrestor,2000,Y
4,34,424358,OH,500/1000,500,1282.93,0,FEMALE,College,exec-managerial,basketball,other-relative,2/12/2015,Multi-vehicle Collision,Side Collision,Major Damage,WV,Northbrook,0,4,?,0,?,66880,6080,12160,48640,Chevrolet,Silverado,1996,Y
210,35,131478,IL,500/1000,1000,1346.27,0,MALE,Masters,farming-fishing,cross-fit,not-in-family,1/3/2015,Single Vehicle Collision,Front Collision,Total Loss,WV,Arlington,11,1,NO,0,?,58200,5820,5820,46560,BMW,X5,2013,N
91,31,268833,IN,100/300,1000,1338.4,4000000,FEMALE,High School,priv-house-serv,polo,own-child,2/25/2015,Single Vehicle Collision,Side Collision,Minor Damage,NC,Hillsdale,19,1,?,1,NO,60570,6730,6730,47110,Nissan,Maxima,2011,N
167,36,287489,IL,100/300,1000,949.44,0,FEMALE,Masters,exec-managerial,camping,other-relative,1/19/2015,Multi-vehicle Collision,Rear Collision,Major Damage,NC,Springfield,22,3,?,0,NO,69680,8710,8710,52260,Mercedes,ML350,2008,Y
